Day,Platform,TSM: Platform,TSM: Audience,TSM: Customer Type,TSM: Product Type,TSM: Ad Type,TSM: Ad Content,TSM: Sales Kind,TSM: Platform Objective,TSM: Buying Objective,Spend,Impressions,Link Clicks,Video Views,TSM: Total Shopify Sales,TSM: Total Units Sold
01/10/2021,Amazon,Amazon,,,,productCollection,,,Conversion Campaign,,28.9,3335,20,0,0,0
01/10/2021,Amazon,Amazon,,,,,,,Conversion Campaign,autoForSales,55.71,60339,58,0,0,0
01/10/2021,Amazon,Amazon,,,,,,,Conversion Campaign,,0,187,0,0,0,0
01/10/2021,Facebook,Facebook,,,,Carousel,,,Conversion Campaign,CONVERSIONS,37.07,859,0,0,0,0
01/10/2021,Facebook,Facebook,,,,Collection,,,Conversion Campaign,CONVERSIONS,240.87,8188,51,50,0,0
01/10/2021,Facebook,Facebook,,,,Collection,,,Conversion Campaign,LINK_CLICKS,4.88,667,37,0,0,0
01/10/2021,Facebook,Facebook,,,,Image,,,Brand Awareness,STORE_VISITS,18.96,668,0,0,0,0
01/10/2021,Facebook,Facebook,,,,Image,,,Conversion Campaign,CONVERSIONS,14.09,159,1,0,0,0
01/10/2021,Facebook,Facebook,,,,Product Feed - Carousel,,,Conversion Campaign,PRODUCT_CATALOG_SALES,8.25,343,0,0,0,0
01/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,CONVERSIONS,403.07,12240,42,106,0,0
01/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,LEAD_GENERATION,50.65,1907,32,0,0,0
01/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,LINK_CLICKS,21.73,2316,92,189,0,0
01/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,PRODUCT_CATALOG_SALES,11.75,225,1,0,0,0
01/10/2021,Facebook,Facebook,,,,Video,,,Conversion Campaign,LINK_CLICKS,2.48,189,18,14,0,0
01/10/2021,Facebook,Facebook,,,"'-,Hats,Sweatshirts",Carousel,6242596090800,order,Conversion Campaign,PRODUCT_CATALOG_SALES,19.33,600,4,0,131.34,2
01/10/2021,Facebook,Facebook,,,"'-,Sweatshirts",Product Feed - Carousel,,order,Conversion Campaign,PRODUCT_CATALOG_SALES,55.82,1410,6,0,125,1
01/10/2021,Facebook,Facebook,,,"'-,Sweatshirts",Product Feed - Image,,return,Conversion Campaign,CONVERSIONS,45.14,1645,5,0,0,0
01/10/2021,Facebook,Facebook,,,"'-,Sweatshirts",Product Feed - Image,6245878621000,order,Conversion Campaign,CONVERSIONS,11.15,434,8,0,150,1
01/10/2021,Facebook,Facebook,,,"'-,Sweatshirts,T-Shirts",Product Feed - Carousel,6242595096200,order,Conversion Campaign,PRODUCT_CATALOG_SALES,228.02,6114,42,0,192.95,2
01/10/2021,Facebook,Facebook,,,"'-,T-Shirts",Collection,,order,Conversion Campaign,CONVERSIONS,9.02,275,10,0,128,2
01/10/2021,Facebook,Facebook,,,"'-,T-Shirts",Product Feed - Image,6245878880600,order,Conversion Campaign,CONVERSIONS,44.56,2971,12,0,240,4
01/10/2021,Facebook,Facebook,,,"'-,T-Shirts",Product Feed - Image,6247117489600,order,Conversion Campaign,CONVERSIONS,64.74,1327,25,113,294,3
01/10/2021,Google Ads,Google Ads Display,Image ad,,,Image ad,,,Conversion Campaign,Maximize Conversions,1.22,1581,1,0,0,0
01/10/2021,Google Ads,Google Ads Display,Responsive display ad,,,Responsive display ad,,,Conversion Campaign,Maximize Conversions,14.92,10439,55,0,0,0
01/10/2021,Google Ads,Google Search,Expanded dynamic search ad,,,Expanded dynamic search ad,,,Conversion Campaign,Target CPA,12.5,28,6,0,0,0
01/10/2021,Google Ads,Google Search,Expanded text ad,,,Expanded text ad,,,Conversion Campaign,Maximize Conversion Value,103.57,140,21,0,0,0
01/10/2021,Google Ads,Google Search,Expanded text ad,,,Expanded text ad,,,Conversion Campaign,Target ROAS,29.84,293,6,0,0,0
01/10/2021,Google Ads,Google Search,Expanded text ad,,-,Expanded text ad,,return,Conversion Campaign,Maximize Conversion Value,3.86,34,12,0,-2.5,0
01/10/2021,Google Ads,Google Search,Expanded text ad,,Sweatshirts,Expanded text ad,,return,Conversion Campaign,Maximize Conversion Value,4.54,38,7,0,-158.77,0
01/10/2021,Google Ads,Google Search,Expanded text ad,,T-Shirts,Expanded text ad,,return,Conversion Campaign,Target ROAS,1.21,17,1,0,-214.62,0
01/10/2021,Google Ads,Google Search,Responsive search ad,,,Responsive search ad,,,Conversion Campaign,Maximize Conversion Value,18.35,19,7,0,0,0
01/10/2021,Google Ads,Google Search,Responsive search ad,,,Responsive search ad,,,Conversion Campaign,Target ROAS,41.88,421,17,0,0,0
01/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Bottoms,Sweatshirts,Swim,T-Shirts",Responsive search ad,515077750017,"order,return",Conversion Campaign,Maximize Conversion Value,40.62,91,32,0,407.3,11
01/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Sweatshirts,T-Shirts",Responsive search ad,515181510893,"order,return",Conversion Campaign,Maximize Conversion Value,31.41,132,45,0,784.79,14
01/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,T-Shirts",Responsive search ad,521358359999,order,Conversion Campaign,Maximize Conversion Value,28.03,21,10,0,761,10
01/10/2021,Google Ads,Google Search,Responsive search ad,,T-Shirts,Responsive search ad,,return,Conversion Campaign,Maximize Conversion Value,12.32,160,22,0,-68,0
01/10/2021,Google Ads,Google Shopping,Shopping ad,,,Shopping ad,,,Conversion Campaign,Target ROAS,90.36,22097,115,0,0,0
01/10/2021,Google Ads,Google Shopping,Shopping ad (goal-optimized),,,Shopping ad (goal-optimized),,,Conversion Campaign,Maximize Conversion Value,28.92,3449,30,0,0,0
02/10/2021,Amazon,Amazon,,,,productCollection,,,Conversion Campaign,,46,3070,46,0,0,0
02/10/2021,Amazon,Amazon,,,,,,,Conversion Campaign,autoForSales,76.3,102481,53,0,0,0
02/10/2021,Amazon,Amazon,,,,,,,Conversion Campaign,,0,309,0,0,0,0
02/10/2021,Facebook,Facebook,,,,Carousel,,,Conversion Campaign,CONVERSIONS,42.16,666,4,0,0,0
02/10/2021,Facebook,Facebook,,,,Carousel,,,Conversion Campaign,PRODUCT_CATALOG_SALES,26.74,807,7,0,0,0
02/10/2021,Facebook,Facebook,,,,Collection,,,Conversion Campaign,CONVERSIONS,125.6,3790,46,41,0,0
02/10/2021,Facebook,Facebook,,,,Image,,,Brand Awareness,STORE_VISITS,23.16,667,2,0,0,0
02/10/2021,Facebook,Facebook,,,,Image,,,Conversion Campaign,CONVERSIONS,8.33,136,2,0,0,0
02/10/2021,Facebook,Facebook,,,,Product Feed - Carousel,,,Conversion Campaign,PRODUCT_CATALOG_SALES,421.07,7504,52,0,0,0
02/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,CONVERSIONS,451.82,19690,87,143,0,0
02/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,LEAD_GENERATION,40.1,2017,9,0,0,0
02/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,LINK_CLICKS,22.13,3005,199,202,0,0
02/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,PRODUCT_CATALOG_SALES,11.8,526,3,0,0,0
02/10/2021,Facebook,Facebook,,,,Product Feed - Image,6245630727000,,Conversion Campaign,CONVERSIONS,42.04,1064,17,0,0,0
02/10/2021,Facebook,Facebook,,,,Video,,,Conversion Campaign,LINK_CLICKS,0.23,21,2,0,0,0
02/10/2021,Facebook,Facebook,,,"'-,Sweatshirts",Product Feed - Image,6245879453200,order,Conversion Campaign,CONVERSIONS,5.87,156,5,0,398.76,3
02/10/2021,Facebook,Facebook,,,"'-,T-Shirts",Collection,6245630726600,order,Conversion Campaign,CONVERSIONS,4.66,246,6,0,256,4
02/10/2021,Google Ads,Google Ads Display,Image ad,,,Image ad,,,Conversion Campaign,Maximize Conversions,0,1864,0,0,0,0
02/10/2021,Google Ads,Google Ads Display,Responsive display ad,,,Responsive display ad,,,Conversion Campaign,Maximize Conversions,15.69,9037,56,0,0,0
02/10/2021,Google Ads,Google Search,Expanded dynamic search ad,,,Expanded dynamic search ad,,,Conversion Campaign,Target CPA,2.57,28,3,0,0,0
02/10/2021,Google Ads,Google Search,Expanded text ad,,,Expanded text ad,,,Conversion Campaign,Maximize Conversion Value,21,168,28,0,0,0
02/10/2021,Google Ads,Google Search,Expanded text ad,,,Expanded text ad,,,Conversion Campaign,Target ROAS,48.22,321,10,0,0,0
02/10/2021,Google Ads,Google Search,Expanded text ad,,"'-,T-Shirts",Expanded text ad,520986452094,order,Conversion Campaign,Maximize Conversion Value,22.23,23,6,0,218.79,3
02/10/2021,Google Ads,Google Search,Expanded text ad,,"'-,T-Shirts",Expanded text ad,521234863383,order,Conversion Campaign,Maximize Conversion Value,19.99,15,10,0,120,2
02/10/2021,Google Ads,Google Search,Responsive search ad,,,Responsive search ad,,,Conversion Campaign,Maximize Conversion Value,76.08,51,14,0,0,0
02/10/2021,Google Ads,Google Search,Responsive search ad,,,Responsive search ad,,,Conversion Campaign,Target ROAS,26.06,341,9,0,0,0
02/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Bottoms,T-Shirts",Responsive search ad,515135199559,"order,return",Conversion Campaign,Maximize Conversion Value,11.61,112,29,0,316.81,6
02/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Sweatshirts",Responsive search ad,515077750017,order,Conversion Campaign,Maximize Conversion Value,17.63,136,25,0,249.9,3
02/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,T-Shirts",Responsive search ad,515181510893,"order,return",Conversion Campaign,Maximize Conversion Value,29.48,158,50,0,453.49,7
02/10/2021,Google Ads,Google Shopping,Shopping ad,,,Shopping ad,,,Conversion Campaign,Target ROAS,131.91,19346,86,0,0,0
02/10/2021,Google Ads,Google Shopping,Shopping ad (goal-optimized),,,Shopping ad (goal-optimized),,,Conversion Campaign,Maximize Conversion Value,11.26,2284,14,0,0,0
03/10/2021,Amazon,Amazon,,,,productCollection,,,Conversion Campaign,,54.64,5762,33,0,0,0
03/10/2021,Amazon,Amazon,,,,,,,Conversion Campaign,autoForSales,73.41,142135,61,0,0,0
03/10/2021,Amazon,Amazon,,,,,,,Conversion Campaign,,0.59,428,1,0,0,0
03/10/2021,Facebook,Facebook,,,,Carousel,,,Conversion Campaign,CONVERSIONS,45.18,659,1,0,0,0
03/10/2021,Facebook,Facebook,,,,Carousel,,,Conversion Campaign,PRODUCT_CATALOG_SALES,24.94,1336,4,0,0,0
03/10/2021,Facebook,Facebook,,,,Collection,,,Conversion Campaign,CONVERSIONS,225.91,6158,62,44,0,0
03/10/2021,Facebook,Facebook,,,,Image,,,Brand Awareness,STORE_VISITS,20.36,666,0,0,0,0
03/10/2021,Facebook,Facebook,,,,Image,,,Conversion Campaign,CONVERSIONS,5.3,126,0,0,0,0
03/10/2021,Facebook,Facebook,,,,Product Feed - Carousel,,,Conversion Campaign,PRODUCT_CATALOG_SALES,71.81,1647,12,0,0,0
03/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,CONVERSIONS,407.62,23876,119,129,0,0
03/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,LEAD_GENERATION,56.1,1796,24,0,0,0
03/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,LINK_CLICKS,16.26,2472,156,199,0,0
03/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,PRODUCT_CATALOG_SALES,7.42,270,1,0,0,0
03/10/2021,Facebook,Facebook,,,,Video,,,Conversion Campaign,LINK_CLICKS,0.08,6,0,0,0,0
03/10/2021,Facebook,Facebook,,,"'-,Bottoms,Sweatshirts",Collection,6245630727200,order,Conversion Campaign,CONVERSIONS,7.69,222,4,0,275,2
03/10/2021,Facebook,Facebook,,,"'-,Sweatshirts",Product Feed - Image,6245630727000,order,Conversion Campaign,CONVERSIONS,35.06,796,10,0,385.47,4
03/10/2021,Facebook,Facebook,,,"'-,Sweatshirts",Product Feed - Image,6245879450200,order,Conversion Campaign,CONVERSIONS,21.58,564,9,0,134.95,1
03/10/2021,Facebook,Facebook,,,"'-,Sweatshirts,T-Shirts",Collection,,order,Conversion Campaign,CONVERSIONS,6.34,320,1,0,223,2
03/10/2021,Facebook,Facebook,,,"'-,T-Shirts",Product Feed - Carousel,6242595638200,order,Conversion Campaign,PRODUCT_CATALOG_SALES,286.36,8259,46,0,185.97,3
03/10/2021,Google Ads,Google Ads Display,Image ad,,,Image ad,,,Conversion Campaign,Maximize Conversions,3.82,1052,1,0,0,0
03/10/2021,Google Ads,Google Ads Display,Responsive display ad,,,Responsive display ad,,,Conversion Campaign,Maximize Conversions,26.15,9388,51,0,0,0
03/10/2021,Google Ads,Google Search,Expanded dynamic search ad,,,Expanded dynamic search ad,,,Conversion Campaign,Target CPA,10.28,45,9,0,0,0
03/10/2021,Google Ads,Google Search,Expanded text ad,,,Expanded text ad,,,Conversion Campaign,Maximize Conversion Value,59.71,144,41,0,0,0
03/10/2021,Google Ads,Google Search,Expanded text ad,,,Expanded text ad,,,Conversion Campaign,Target ROAS,36.47,424,11,0,0,0
03/10/2021,Google Ads,Google Search,Expanded text ad,,"'-,T-Shirts",Expanded text ad,521234863371,order,Conversion Campaign,Maximize Conversion Value,11.13,52,6,0,221,3
03/10/2021,Google Ads,Google Search,Expanded text ad,,"'-,T-Shirts",Expanded text ad,521234863383,order,Conversion Campaign,Maximize Conversion Value,12.6,29,2,0,715,11
03/10/2021,Google Ads,Google Search,Responsive search ad,,,Responsive search ad,,,Conversion Campaign,Maximize Conversion Value,102.78,74,26,0,0,0
03/10/2021,Google Ads,Google Search,Responsive search ad,,,Responsive search ad,,,Conversion Campaign,Target ROAS,22.06,351,9,0,0,0
03/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Sweatshirts,T-Shirts",Responsive search ad,515077750017,order,Conversion Campaign,Maximize Conversion Value,20.73,111,34,0,203,2
03/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,T-Shirts",Responsive search ad,515135199559,order,Conversion Campaign,Maximize Conversion Value,31.42,152,27,0,198.74,3
03/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,T-Shirts",Responsive search ad,515181510893,"order,return",Conversion Campaign,Maximize Conversion Value,37.95,127,62,0,527.33,10
03/10/2021,Google Ads,Google Shopping,Shopping ad,,,Shopping ad,,,Conversion Campaign,Target ROAS,170.08,26721,99,0,0,0
03/10/2021,Google Ads,Google Shopping,Shopping ad (goal-optimized),,,Shopping ad (goal-optimized),,,Conversion Campaign,Maximize Conversion Value,11.94,806,13,0,0,0
03/10/2021,Google Ads,Google Shopping,Shopping ad (goal-optimized),,"'-,T-Shirts",Shopping ad (goal-optimized),499217688443,order,Conversion Campaign,Maximize Conversion Value,17.22,1049,14,0,73.56,1
04/10/2021,Amazon,Amazon,,,,productCollection,,,Conversion Campaign,,33.41,3397,29,0,0,0
04/10/2021,Amazon,Amazon,,,,,,,Conversion Campaign,autoForSales,42.54,121899,42,0,0,0
04/10/2021,Amazon,Amazon,,,,,,,Conversion Campaign,,0,294,0,0,0,0
04/10/2021,Facebook,Facebook,,,,Carousel,,,Conversion Campaign,CONVERSIONS,34.34,508,0,0,0,0
04/10/2021,Facebook,Facebook,,,,Carousel,,,Conversion Campaign,PRODUCT_CATALOG_SALES,22.67,1001,5,0,0,0
04/10/2021,Facebook,Facebook,,,,Collection,,,Conversion Campaign,CONVERSIONS,178.92,4871,50,62,0,0
04/10/2021,Facebook,Facebook,,,,Image,,,Brand Awareness,STORE_VISITS,17.58,572,1,0,0,0
04/10/2021,Facebook,Facebook,,,,Image,,,Conversion Campaign,CONVERSIONS,12.17,98,0,0,0,0
04/10/2021,Facebook,Facebook,,,,Product Feed - Carousel,,,Conversion Campaign,PRODUCT_CATALOG_SALES,57.12,1153,7,0,0,0
04/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,CONVERSIONS,371,12527,63,89,0,0
04/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,LEAD_GENERATION,52.97,1788,15,0,0,0
04/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,LINK_CLICKS,23.33,2439,165,206,0,0
04/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,PRODUCT_CATALOG_SALES,4.89,178,1,0,0,0
04/10/2021,Facebook,Facebook,,,,Video,,,Conversion Campaign,LINK_CLICKS,0,1,0,0,0,0
04/10/2021,Facebook,Facebook,,,"'-,Bottoms",Product Feed - Image,,order,Conversion Campaign,CONVERSIONS,28.08,576,2,0,125,1
04/10/2021,Facebook,Facebook,,,"'-,Sweatshirts",Product Feed - Carousel,6242595279200,order,Conversion Campaign,PRODUCT_CATALOG_SALES,150.76,5736,31,0,98,1
04/10/2021,Google Ads,Google Ads Display,Image ad,,,Image ad,,,Conversion Campaign,Maximize Conversions,3.88,1536,2,0,0,0
04/10/2021,Google Ads,Google Ads Display,Responsive display ad,,,Responsive display ad,,,Conversion Campaign,Maximize Conversions,23.78,6733,34,0,0,0
04/10/2021,Google Ads,Google Search,Expanded dynamic search ad,,,Expanded dynamic search ad,,,Conversion Campaign,Target CPA,14.09,32,4,0,0,0
04/10/2021,Google Ads,Google Search,Expanded text ad,,,Expanded text ad,,,Conversion Campaign,Maximize Conversion Value,58.96,136,25,0,0,0
04/10/2021,Google Ads,Google Search,Expanded text ad,,,Expanded text ad,,,Conversion Campaign,Target ROAS,12.31,358,6,0,0,0
04/10/2021,Google Ads,Google Search,Expanded text ad,,"'-,T-Shirts",Expanded text ad,520986452094,order,Conversion Campaign,Maximize Conversion Value,58.05,19,11,0,188,3
04/10/2021,Google Ads,Google Search,Expanded text ad,,"'-,T-Shirts",Expanded text ad,521234863371,order,Conversion Campaign,Maximize Conversion Value,5.5,29,4,0,300,5
04/10/2021,Google Ads,Google Search,Responsive search ad,,,Responsive search ad,,,Conversion Campaign,Maximize Conversion Value,3.12,2,1,0,0,0
04/10/2021,Google Ads,Google Search,Responsive search ad,,,Responsive search ad,,,Conversion Campaign,Target ROAS,13,298,11,0,0,0
04/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Bottoms",Responsive search ad,,return,Conversion Campaign,Maximize Conversion Value,12.33,10,1,0,0,0
04/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Shirt Jackets,Sweatshirts,T-Shirts",Responsive search ad,515077750017,"order,return",Conversion Campaign,Maximize Conversion Value,33.71,163,32,0,126.65,4
04/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Sweatshirts,T-Shirts",Responsive search ad,515181510893,"order,return",Conversion Campaign,Maximize Conversion Value,49.71,145,58,0,148.4,3
04/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Sweatshirts,T-Shirts,Tanks",Responsive search ad,515135199559,"order,return",Conversion Campaign,Maximize Conversion Value,45.37,200,53,0,300.07,5
04/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,T-Shirts",Responsive search ad,,return,Conversion Campaign,Target ROAS,0,25,0,0,-27,0
04/10/2021,Google Ads,Google Search,Responsive search ad,,T-Shirts,Responsive search ad,,return,Conversion Campaign,Maximize Conversion Value,39.14,50,15,0,-120,0
04/10/2021,Google Ads,Google Shopping,Shopping ad,,,Shopping ad,,,Conversion Campaign,Target ROAS,9.17,1038,3,0,0,0
04/10/2021,Google Ads,Google Shopping,Shopping ad,,"'-,Sweatshirts,Swim,T-Shirts",Shopping ad,497734963614,"order,return",Conversion Campaign,Target ROAS,232.75,21573,94,0,-80.9,1
04/10/2021,Google Ads,Google Shopping,Shopping ad (goal-optimized),,,Shopping ad (goal-optimized),,,Conversion Campaign,Maximize Conversion Value,19.32,1559,21,0,0,0
04/10/2021,Google Ads,Google Shopping,Shopping ad (goal-optimized),,T-Shirts,Shopping ad (goal-optimized),,return,Conversion Campaign,Maximize Conversion Value,13.06,2332,12,0,-129.66,0
05/10/2021,Amazon,Amazon,,,,productCollection,,,Conversion Campaign,,39.98,3582,44,0,0,0
05/10/2021,Amazon,Amazon,,,,,,,Conversion Campaign,autoForSales,62.08,150159,51,0,0,0
05/10/2021,Amazon,Amazon,,,,,,,Conversion Campaign,,1,266,1,0,0,0
05/10/2021,Facebook,Facebook,,,,Carousel,,,Conversion Campaign,CONVERSIONS,49.77,902,1,0,0,0
05/10/2021,Facebook,Facebook,,,,Carousel,,,Conversion Campaign,PRODUCT_CATALOG_SALES,22.78,773,5,0,0,0
05/10/2021,Facebook,Facebook,,,,Collection,,,Conversion Campaign,CONVERSIONS,363.86,9395,87,78,0,0
05/10/2021,Facebook,Facebook,,,,Image,,,Brand Awareness,STORE_VISITS,20.04,621,2,0,0,0
05/10/2021,Facebook,Facebook,,,,Image,,,Conversion Campaign,CONVERSIONS,11.05,104,1,0,0,0
05/10/2021,Facebook,Facebook,,,,Product Feed - Carousel,,,Conversion Campaign,PRODUCT_CATALOG_SALES,79.17,1553,16,0,0,0
05/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,CONVERSIONS,694.39,25140,98,133,0,0
05/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,LEAD_GENERATION,56,1956,29,0,0,0
05/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,LINK_CLICKS,16.28,3333,131,139,0,0
05/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,PRODUCT_CATALOG_SALES,5.99,198,1,0,0,0
05/10/2021,Facebook,Facebook,,,,Video,,,Conversion Campaign,LINK_CLICKS,0.05,3,0,0,0,0
05/10/2021,Facebook,Facebook,,,"'-,Hats,T-Shirts",Product Feed - Carousel,62425950962006200000000000,order,Conversion Campaign,PRODUCT_CATALOG_SALES,311.72,9257,45,0,173.85,3
05/10/2021,Google Ads,Google Ads Display,Image ad,,,Image ad,,,Conversion Campaign,Maximize Conversions,3.65,2023,1,0,0,0
05/10/2021,Google Ads,Google Ads Display,Responsive display ad,,,Responsive display ad,,,Conversion Campaign,Maximize Conversions,12.6,6225,41,0,0,0
05/10/2021,Google Ads,Google Search,Expanded dynamic search ad,,,Expanded dynamic search ad,,,Conversion Campaign,Target CPA,0,2,0,0,0,0
05/10/2021,Google Ads,Google Search,Expanded dynamic search ad,,"'-,Bottoms,Swim,T-Shirts",Expanded dynamic search ad,468891285745,"order,return",Conversion Campaign,Target CPA,3.72,37,3,0,438.04,8
05/10/2021,Google Ads,Google Search,Expanded text ad,,,Expanded text ad,,,Conversion Campaign,Maximize Conversion Value,64.96,90,24,0,0,0
05/10/2021,Google Ads,Google Search,Expanded text ad,,,Expanded text ad,,,Conversion Campaign,Target ROAS,53.67,532,19,0,0,0
05/10/2021,Google Ads,Google Search,Expanded text ad,,"'-,T-Shirts",Expanded text ad,424808778126,order,Conversion Campaign,Maximize Conversion Value,9.02,12,3,0,98,1
05/10/2021,Google Ads,Google Search,Expanded text ad,,"'-,T-Shirts",Expanded text ad,520986452070,order,Conversion Campaign,Maximize Conversion Value,2.04,30,7,0,71.18,1
05/10/2021,Google Ads,Google Search,Expanded text ad,,"'-,T-Shirts",Expanded text ad,521234863368,order,Conversion Campaign,Maximize Conversion Value,0.64,14,1,0,98,1
05/10/2021,Google Ads,Google Search,Expanded text ad,,T-Shirts,Expanded text ad,,return,Conversion Campaign,Maximize Conversion Value,0.54,24,5,0,-128,0
05/10/2021,Google Ads,Google Search,Responsive search ad,,,Responsive search ad,,,Conversion Campaign,Maximize Conversion Value,47.14,198,48,0,0,0
05/10/2021,Google Ads,Google Search,Responsive search ad,,,Responsive search ad,,,Conversion Campaign,Target ROAS,69.61,576,19,0,0,0
05/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Shirt Jackets,T-Shirts",Responsive search ad,515181510893,"order,return",Conversion Campaign,Maximize Conversion Value,28.08,168,77,0,269.55,8
05/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,T-Shirts",Responsive search ad,515135199559,"order,return",Conversion Campaign,Maximize Conversion Value,42.37,228,55,0,-106,1
05/10/2021,Google Ads,Google Shopping,Shopping ad,,,Shopping ad,,,Conversion Campaign,Target ROAS,5.73,972,7,0,0,0
05/10/2021,Google Ads,Google Shopping,Shopping ad,,"'-,Bottoms",Shopping ad,498081808301,order,Conversion Campaign,Target ROAS,17.14,618,5,0,110,1
05/10/2021,Google Ads,Google Shopping,Shopping ad,,Bottoms,Shopping ad,,return,Conversion Campaign,Target ROAS,157.24,18764,113,0,-125,0
05/10/2021,Google Ads,Google Shopping,Shopping ad (goal-optimized),,,Shopping ad (goal-optimized),,,Conversion Campaign,Maximize Conversion Value,43.86,4372,35,0,0,0
06/10/2021,Amazon,Amazon,,,,productCollection,,,Conversion Campaign,,28.41,3663,28,0,0,0
06/10/2021,Amazon,Amazon,,,,,,,Conversion Campaign,autoForSales,64.77,169097,64,0,0,0
06/10/2021,Amazon,Amazon,,,,,,,Conversion Campaign,,0.46,307,1,0,0,0
06/10/2021,Facebook,Facebook,,,,Carousel,,,Conversion Campaign,CONVERSIONS,44.86,875,1,0,0,0
06/10/2021,Facebook,Facebook,,,,Carousel,,,Conversion Campaign,PRODUCT_CATALOG_SALES,34.21,936,6,0,0,0
06/10/2021,Facebook,Facebook,,,,Collection,,,Conversion Campaign,CONVERSIONS,199.3,8480,68,89,0,0
06/10/2021,Facebook,Facebook,,,,Image,,,Brand Awareness,STORE_VISITS,20.45,844,1,0,0,0
06/10/2021,Facebook,Facebook,,,,Image,,,Conversion Campaign,CONVERSIONS,30.18,162,0,0,0,0
06/10/2021,Facebook,Facebook,,,,Product Feed - Carousel,,,Conversion Campaign,PRODUCT_CATALOG_SALES,9.56,299,1,0,0,0
06/10/2021,Facebook,Facebook,,,,Product Feed - Carousel,6226036954200,,Conversion Campaign,PRODUCT_CATALOG_SALES,80.89,1584,6,0,0,0
06/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,CONVERSIONS,608.04,24590,96,84,0,0
06/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,LEAD_GENERATION,40.34,1821,25,0,0,0
06/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,LINK_CLICKS,24.13,3371,155,193,0,0
06/10/2021,Facebook,Facebook,,,,Video,,,Conversion Campaign,LINK_CLICKS,0.06,13,2,0,0,0
06/10/2021,Facebook,Facebook,,,"'-,Bottoms",Product Feed - Image,6233186646800,order,Conversion Campaign,CONVERSIONS,20.9,804,2,0,239.53,2
06/10/2021,Facebook,Facebook,,,"'-,Bottoms,Hats,Sweatshirts,T-Shirts",Product Feed - Carousel,62425950962006200000000000,"order,return",Conversion Campaign,PRODUCT_CATALOG_SALES,406.05,11480,52,0,911.59,8
06/10/2021,Facebook,Facebook,,,"'-,Bottoms,Sweatshirts,T-Shirts",Collection,6245630726200,order,Conversion Campaign,CONVERSIONS,40.34,1109,20,0,397.88,4
06/10/2021,Facebook,Facebook,,,"'-,Shirt Jackets",Collection,6245878622400,order,Conversion Campaign,CONVERSIONS,0.8,79,1,0,200,1
06/10/2021,Facebook,Facebook,,,T-Shirts,Product Feed - Image,,return,Conversion Campaign,PRODUCT_CATALOG_SALES,12.19,432,2,0,-138.31,0
06/10/2021,Google Ads,Google Ads Display,Image ad,,,Image ad,,,Conversion Campaign,Maximize Conversions,0,1977,0,0,0,0
06/10/2021,Google Ads,Google Ads Display,Responsive display ad,,,Responsive display ad,,,Conversion Campaign,Maximize Conversions,24.04,8490,69,0,0,0
