Day,Platform,TSM: Platform,TSM: Audience,TSM: Customer Type,TSM: Product Type,TSM: Ad Type,TSM: Ad Content,TSM: Sales Kind,TSM: Platform Objective,TSM: Buying Objective,Spend,Impressions,Link Clicks,Video Views,TSM: Total Shopify Sales,TSM: Total Units Sold
23/10/2021,Google Ads,Google Shopping,Shopping ad (goal-optimized),,,Shopping ad (goal-optimized),,,Conversion Campaign,Maximize Conversion Value,46.19,6368,47,0,0,0
23/10/2021,Google Ads,Google Shopping,Shopping ad (goal-optimized),,"'-,T-Shirts",Shopping ad (goal-optimized),536086457255,order,Conversion Campaign,Maximize Conversion Value,22.39,1794,28,0,131.4,2
24/10/2021,Amazon,Amazon,,,,productCollection,,,Conversion Campaign,,42.45,4109,42,0,0,0
24/10/2021,Amazon,Amazon,,,,,,,Conversion Campaign,autoForSales,121.49,123212,99,0,0,0
24/10/2021,Amazon,Amazon,,,,,,,Conversion Campaign,,1.43,974,2,0,0,0
24/10/2021,Facebook,Facebook,,,,Carousel,,,Conversion Campaign,CONVERSIONS,26.22,494,0,0,0,0
24/10/2021,Facebook,Facebook,,,,Carousel,,,Conversion Campaign,PRODUCT_CATALOG_SALES,31.62,1119,1,0,0,0
24/10/2021,Facebook,Facebook,,,,Collection,,,Conversion Campaign,CONVERSIONS,182.63,13944,62,43,0,0
24/10/2021,Facebook,Facebook,,,,Image,,,Brand Awareness,STORE_VISITS,24.79,613,1,0,0,0
24/10/2021,Facebook,Facebook,,,,Image,,,Conversion Campaign,CONVERSIONS,24.59,183,2,0,0,0
24/10/2021,Facebook,Facebook,,,,Product Feed - Carousel,,,Conversion Campaign,PRODUCT_CATALOG_SALES,526.16,23734,78,0,0,0
24/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,CONVERSIONS,848.9,37003,157,86,0,0
24/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,LEAD_GENERATION,38.68,1000,17,0,0,0
24/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,LINK_CLICKS,22.17,1852,135,198,0,0
24/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,PRODUCT_CATALOG_SALES,10.42,424,5,0,0,0
24/10/2021,Facebook,Facebook,,,"'-,Bottoms,Sweatshirts",Product Feed - Image,,order,Conversion Campaign,CONVERSIONS,3.48,160,3,0,436.8,6
24/10/2021,Facebook,Facebook,,,"'-,Sweatshirts",Product Feed - Image,,order,Conversion Campaign,CONVERSIONS,5.31,82,1,0,162.38,1
24/10/2021,Facebook,Facebook,,,"'-,Sweatshirts,T-Shirts",Collection,,order,Conversion Campaign,CONVERSIONS,48.06,1301,12,0,370.72,4
24/10/2021,Google Ads,Google Ads Display,Image ad,,,Image ad,,,Conversion Campaign,Maximize Conversions,5.06,2903,2,0,0,0
24/10/2021,Google Ads,Google Ads Display,Responsive display ad,,,Responsive display ad,,,Conversion Campaign,Maximize Conversions,21.76,2756,9,0,0,0
24/10/2021,Google Ads,Google Search,Expanded dynamic search ad,,"'-,Sweatshirts,T-Shirts",Expanded dynamic search ad,468891285748,order,Conversion Campaign,Target CPA,1.56,7,4,0,233,2
24/10/2021,Google Ads,Google Search,Expanded dynamic search ad,,"'-,T-Shirts",Expanded dynamic search ad,468891285745,order,Conversion Campaign,Target CPA,29.42,139,14,0,218.79,4
24/10/2021,Google Ads,Google Search,Expanded dynamic search ad,,"'-,T-Shirts",Expanded dynamic search ad,550550437663,order,Conversion Campaign,Target ROAS,81.71,22,7,0,83.3,1
24/10/2021,Google Ads,Google Search,Expanded text ad,,,Expanded text ad,,,Conversion Campaign,Maximize Conversion Value,97.54,647,34,0,0,0
24/10/2021,Google Ads,Google Search,Expanded text ad,,,Expanded text ad,,,Conversion Campaign,Target ROAS,129.35,1767,45,0,0,0
24/10/2021,Google Ads,Google Search,Expanded text ad,,"'-,T-Shirts",Expanded text ad,520986452070,order,Conversion Campaign,Maximize Conversion Value,45.67,56,15,0,272.28,5
24/10/2021,Google Ads,Google Search,Expanded text ad,,"'-,T-Shirts",Expanded text ad,520986452094,order,Conversion Campaign,Maximize Conversion Value,130.51,62,23,0,368,6
24/10/2021,Google Ads,Google Search,Expanded text ad,,"'-,T-Shirts",Expanded text ad,535888902218,order,Conversion Campaign,Maximize Conversion Value,30.94,15,5,0,69.95,1
24/10/2021,Google Ads,Google Search,Responsive search ad,,,Responsive search ad,,,Conversion Campaign,Maximize Conversion Value,48.01,211,11,0,0,0
24/10/2021,Google Ads,Google Search,Responsive search ad,,,Responsive search ad,,,Conversion Campaign,Target ROAS,333.78,2504,119,0,0,0
24/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Bottoms,Sweatshirts",Responsive search ad,515077750017,"order,return",Conversion Campaign,Maximize Conversion Value,27.38,144,40,0,-50.39,2
24/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Bottoms,Sweatshirts,T-Shirts",Responsive search ad,515135199559,order,Conversion Campaign,Maximize Conversion Value,38.91,232,46,0,864.45,11
24/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Bottoms,Sweatshirts,T-Shirts",Responsive search ad,515181510893,order,Conversion Campaign,Maximize Conversion Value,55.13,190,67,0,1873.12,18
24/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Sweatshirts",Responsive search ad,515077754826,order,Conversion Campaign,Maximize Conversion Value,48.73,16,7,0,151.73,1
24/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,T-Shirts",Responsive search ad,515181510128,order,Conversion Campaign,Maximize Conversion Value,15.58,16,4,0,180,3
24/10/2021,Google Ads,Google Shopping,Shopping ad,,,Shopping ad,,,Conversion Campaign,Target ROAS,114.31,16444,80,0,0,0
24/10/2021,Google Ads,Google Shopping,Shopping ad (goal-optimized),,,Shopping ad (goal-optimized),,,Conversion Campaign,Maximize Conversion Value,15.08,1688,24,0,0,0
24/10/2021,Google Ads,Google Shopping,Shopping ad (goal-optimized),,"'-,T-Shirts",Shopping ad (goal-optimized),499217688443,order,Conversion Campaign,Maximize Conversion Value,92.05,10818,51,0,259.8,4
25/10/2021,Amazon,Amazon,,,,productCollection,,,Conversion Campaign,,41.32,5434,31,0,0,0
25/10/2021,Amazon,Amazon,,,,,,,Conversion Campaign,autoForSales,80.38,122849,61,0,0,0
25/10/2021,Amazon,Amazon,,,,,,,Conversion Campaign,,1.28,455,2,0,0,0
25/10/2021,Facebook,Facebook,,,,Carousel,,,Conversion Campaign,CONVERSIONS,11.8,195,0,0,0,0
25/10/2021,Facebook,Facebook,,,,Carousel,,,Conversion Campaign,PRODUCT_CATALOG_SALES,18.73,712,2,0,0,0
25/10/2021,Facebook,Facebook,,,,Collection,,,Conversion Campaign,CONVERSIONS,272.29,10561,81,35,0,0
25/10/2021,Facebook,Facebook,,,,Image,,,Brand Awareness,STORE_VISITS,16.11,733,1,0,0,0
25/10/2021,Facebook,Facebook,,,,Image,,,Conversion Campaign,CONVERSIONS,30.24,223,0,0,0,0
25/10/2021,Facebook,Facebook,,,,Product Feed - Carousel,,,Conversion Campaign,PRODUCT_CATALOG_SALES,116.99,4374,19,0,0,0
25/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,CONVERSIONS,1194.48,31512,307,124,0,0
25/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,LEAD_GENERATION,27.91,1729,12,0,0,0
25/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,LINK_CLICKS,22.36,2215,205,174,0,0
25/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,PRODUCT_CATALOG_SALES,12.88,573,3,0,0,0
25/10/2021,Facebook,Facebook,,,"'-,Hats",Product Feed - Carousel,,order,Conversion Campaign,PRODUCT_CATALOG_SALES,418.57,17959,73,0,99.15,2
25/10/2021,Facebook,Facebook,,,"'-,Sweatshirts",Product Feed - Image,,order,Conversion Campaign,CONVERSIONS,148.9,6178,42,0,462.5,4
25/10/2021,Facebook,Facebook,,,"'-,Sweatshirts,T-Shirts",Collection,,order,Conversion Campaign,CONVERSIONS,24.59,955,16,0,305,4
25/10/2021,Facebook,Facebook,,,"'-,T-Shirts",Collection,,order,Conversion Campaign,CONVERSIONS,6.71,433,3,0,150,2
25/10/2021,Google Ads,Google Ads Display,Image ad,,,Image ad,,,Conversion Campaign,Maximize Conversions,6.61,226,2,0,0,0
25/10/2021,Google Ads,Google Ads Display,Responsive display ad,,,Responsive display ad,,,Conversion Campaign,Maximize Conversions,7.11,678,4,0,0,0
25/10/2021,Google Ads,Google Search,Expanded dynamic search ad,,,Expanded dynamic search ad,,,Conversion Campaign,Target CPA,0,7,0,0,0,0
25/10/2021,Google Ads,Google Search,Expanded dynamic search ad,,,Expanded dynamic search ad,,,Conversion Campaign,Target ROAS,6.94,10,2,0,0,0
25/10/2021,Google Ads,Google Search,Expanded dynamic search ad,,"'-,T-Shirts",Expanded dynamic search ad,468891285745,order,Conversion Campaign,Target CPA,4.32,55,6,0,210.7,3
25/10/2021,Google Ads,Google Search,Expanded text ad,,,Expanded text ad,,,Conversion Campaign,Maximize Conversion Value,50.22,380,21,0,0,0
25/10/2021,Google Ads,Google Search,Expanded text ad,,,Expanded text ad,,,Conversion Campaign,Target ROAS,58.19,739,15,0,0,0
25/10/2021,Google Ads,Google Search,Expanded text ad,,"'-,Hats,T-Shirts",Expanded text ad,520986452070,order,Conversion Campaign,Maximize Conversion Value,8.73,41,6,0,299.4,6
25/10/2021,Google Ads,Google Search,Expanded text ad,,"'-,T-Shirts",Expanded text ad,520986452094,order,Conversion Campaign,Maximize Conversion Value,35.29,31,5,0,256,4
25/10/2021,Google Ads,Google Search,Responsive search ad,,,Responsive search ad,,,Conversion Campaign,Maximize Conversion Value,40.94,140,18,0,0,0
25/10/2021,Google Ads,Google Search,Responsive search ad,,,Responsive search ad,,,Conversion Campaign,Target ROAS,55.77,793,26,0,0,0
25/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Bottoms",Responsive search ad,515135199559,order,Conversion Campaign,Maximize Conversion Value,19.02,89,26,0,77,1
25/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Bottoms,Hats,Shirt Jackets,Sweatshirts,T-Shirts",Responsive search ad,515181510893,"order,return",Conversion Campaign,Maximize Conversion Value,27.36,87,31,0,1354.7,18
25/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Bottoms,Sweatshirts",Responsive search ad,515077750017,order,Conversion Campaign,Maximize Conversion Value,66.9,84,21,0,214.24,2
25/10/2021,Google Ads,Google Shopping,Shopping ad,,,Shopping ad,,,Conversion Campaign,Target ROAS,14.83,1253,5,0,0,0
25/10/2021,Google Ads,Google Shopping,Shopping ad,,"'-,Shirt Jackets,Sweatshirts,T-Shirts",Shopping ad,497734963614,"order,return",Conversion Campaign,Target ROAS,46.86,9815,39,0,-283.42,1
25/10/2021,Google Ads,Google Shopping,Shopping ad (goal-optimized),,,Shopping ad (goal-optimized),,,Conversion Campaign,Maximize Conversion Value,79.57,6179,49,0,0,0
26/10/2021,Amazon,Amazon,,,,productCollection,,,Conversion Campaign,,24.58,6010,29,0,0,0
26/10/2021,Amazon,Amazon,,,,,,,Conversion Campaign,autoForSales,120.79,99702,88,0,0,0
26/10/2021,Amazon,Amazon,,,,,,,Conversion Campaign,,2.55,481,3,0,0,0
26/10/2021,Facebook,Facebook,,,,Carousel,,,Conversion Campaign,CONVERSIONS,13.53,149,1,0,0,0
26/10/2021,Facebook,Facebook,,,,Carousel,,,Conversion Campaign,PRODUCT_CATALOG_SALES,32.08,1235,4,0,0,0
26/10/2021,Facebook,Facebook,,,,Collection,,,Conversion Campaign,CONVERSIONS,540.93,26602,179,18,0,0
26/10/2021,Facebook,Facebook,,,,Image,,,Brand Awareness,STORE_VISITS,21.8,524,1,0,0,0
26/10/2021,Facebook,Facebook,,,,Image,,,Conversion Campaign,CONVERSIONS,17.36,81,0,0,0,0
26/10/2021,Facebook,Facebook,,,,Product Feed - Carousel,,,Conversion Campaign,PRODUCT_CATALOG_SALES,131.85,3169,12,0,0,0
26/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,CONVERSIONS,1428.72,37986,268,133,0,0
26/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,LEAD_GENERATION,23.01,550,8,0,0,0
26/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,LINK_CLICKS,20.08,2575,193,178,0,0
26/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,PRODUCT_CATALOG_SALES,31.13,1092,12,0,0,0
26/10/2021,Facebook,Facebook,,,,Video,,,Conversion Campaign,LINK_CLICKS,0.08,4,0,0,0,0
26/10/2021,Facebook,Facebook,,,"'-,Bottoms,Sweatshirts",Product Feed - Carousel,,order,Conversion Campaign,PRODUCT_CATALOG_SALES,11.46,292,6,0,181,2
26/10/2021,Facebook,Facebook,,,"'-,Hats",Product Feed - Carousel,,order,Conversion Campaign,PRODUCT_CATALOG_SALES,336.46,15632,61,0,54.95,1
26/10/2021,Facebook,Facebook,,,"'-,Sweatshirts",Product Feed - Image,,order,Conversion Campaign,CONVERSIONS,218.26,4944,52,0,512.5,4
26/10/2021,Facebook,Facebook,,,"'-,T-Shirts",Collection,,order,Conversion Campaign,CONVERSIONS,63.05,3078,29,0,304.8,5
26/10/2021,Facebook,Facebook,,,"'-,T-Shirts",Product Feed - Image,,order,Conversion Campaign,CONVERSIONS,2.18,111,1,0,128.7,2
26/10/2021,Google Ads,Google Ads Display,Image ad,,,Image ad,,,Conversion Campaign,Maximize Conversions,11.76,864,2,0,0,0
26/10/2021,Google Ads,Google Ads Display,Responsive display ad,,,Responsive display ad,,,Conversion Campaign,Maximize Conversions,22.46,1207,10,0,0,0
26/10/2021,Google Ads,Google Search,Expanded dynamic search ad,,,Expanded dynamic search ad,,,Conversion Campaign,Target CPA,3.56,22,3,0,0,0
26/10/2021,Google Ads,Google Search,Expanded dynamic search ad,,"'-,T-Shirts",Expanded dynamic search ad,550550437663,order,Conversion Campaign,Target ROAS,10.69,3,2,0,140.67,2
26/10/2021,Google Ads,Google Search,Expanded text ad,,,Expanded text ad,,,Conversion Campaign,Maximize Conversion Value,208.61,983,54,0,0,0
26/10/2021,Google Ads,Google Search,Expanded text ad,,,Expanded text ad,,,Conversion Campaign,Target ROAS,52.08,1317,21,0,0,0
26/10/2021,Google Ads,Google Search,Expanded text ad,,"'-,Sweatshirts,T-Shirts",Expanded text ad,521234863368,order,Conversion Campaign,Maximize Conversion Value,7.35,91,14,0,967.86,10
26/10/2021,Google Ads,Google Search,Expanded text ad,,"'-,T-Shirts",Expanded text ad,520986452067,order,Conversion Campaign,Maximize Conversion Value,0.98,8,2,0,102.4,2
26/10/2021,Google Ads,Google Search,Expanded text ad,,"'-,T-Shirts",Expanded text ad,520986452070,order,Conversion Campaign,Maximize Conversion Value,6.14,36,9,0,235.55,4
26/10/2021,Google Ads,Google Search,Responsive search ad,,,Responsive search ad,,,Conversion Campaign,Maximize Conversion Value,39.78,208,14,0,0,0
26/10/2021,Google Ads,Google Search,Responsive search ad,,,Responsive search ad,,,Conversion Campaign,Target ROAS,41.46,920,18,0,0,0
26/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Bottoms",Responsive search ad,521358359999,order,Conversion Campaign,Maximize Conversion Value,42.39,80,16,0,283,3
26/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Bottoms,Sweatshirts,T-Shirts",Responsive search ad,515181510893,"order,return",Conversion Campaign,Maximize Conversion Value,60.81,205,61,0,1033.65,19
26/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Bottoms,T-Shirts",Responsive search ad,515135199559,order,Conversion Campaign,Maximize Conversion Value,27.57,189,30,0,835.91,10
26/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Hats,Sweatshirts,T-Shirts",Responsive search ad,515077750017,order,Conversion Campaign,Maximize Conversion Value,52.07,163,34,0,556.2,7
26/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Sweatshirts",Responsive search ad,515185048457,order,Conversion Campaign,Maximize Conversion Value,17.21,66,3,0,87.5,1
26/10/2021,Google Ads,Google Shopping,Shopping ad,,,Shopping ad,,,Conversion Campaign,Target ROAS,45.82,9852,33,0,0,0
26/10/2021,Google Ads,Google Shopping,Shopping ad,,Bottoms,Shopping ad,,return,Conversion Campaign,Target ROAS,14.56,761,5,0,-110,0
26/10/2021,Google Ads,Google Shopping,Shopping ad (goal-optimized),,,Shopping ad (goal-optimized),,,Conversion Campaign,Maximize Conversion Value,76.61,6146,76,0,0,0
27/10/2021,Amazon,Amazon,,,,productCollection,,,Conversion Campaign,,37.16,5825,46,0,0,0
27/10/2021,Amazon,Amazon,,,,,,,Conversion Campaign,autoForSales,95.03,101771,70,0,0,0
27/10/2021,Amazon,Amazon,,,,,,,Conversion Campaign,,0.84,590,1,0,0,0
27/10/2021,Facebook,Facebook,,,,Carousel,,,Conversion Campaign,CONVERSIONS,40.79,930,4,0,0,0
27/10/2021,Facebook,Facebook,,,,Carousel,,,Conversion Campaign,PRODUCT_CATALOG_SALES,32.75,1077,2,0,0,0
27/10/2021,Facebook,Facebook,,,,Collection,,,Conversion Campaign,CONVERSIONS,383.05,18459,133,8,0,0
27/10/2021,Facebook,Facebook,,,,Image,,,Brand Awareness,STORE_VISITS,24.16,752,1,0,0,0
27/10/2021,Facebook,Facebook,,,,Product Feed - Carousel,,,Conversion Campaign,PRODUCT_CATALOG_SALES,230.02,7149,37,0,0,0
27/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,CONVERSIONS,1427.94,37543,320,95,0,0
27/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,LEAD_GENERATION,16.69,452,14,0,0,0
27/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,LINK_CLICKS,19.95,2091,183,202,0,0
27/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,PRODUCT_CATALOG_SALES,30.68,1221,18,0,0,0
27/10/2021,Facebook,Facebook,,,,Video,,,Conversion Campaign,LINK_CLICKS,0.06,11,2,0,0,0
27/10/2021,Facebook,Facebook,,,"'-,Shirt Jackets",Product Feed - Image,,order,Conversion Campaign,CONVERSIONS,1.77,63,2,0,188,1
27/10/2021,Facebook,Facebook,,,"'-,Sweatshirts",Product Feed - Image,,order,Conversion Campaign,CONVERSIONS,280.38,7693,59,0,461.95,5
27/10/2021,Facebook,Facebook,,,"'-,T-Shirts",Collection,,order,Conversion Campaign,CONVERSIONS,46.71,1910,14,0,278,4
27/10/2021,Facebook,Facebook,,,T-Shirts,Product Feed - Carousel,,return,Conversion Campaign,PRODUCT_CATALOG_SALES,386.35,13386,39,0,-73.61,0
27/10/2021,Google Ads,Google Ads Display,Image ad,,,Image ad,,,Conversion Campaign,Maximize Conversions,0,136,0,0,0,0
27/10/2021,Google Ads,Google Ads Display,Responsive display ad,,,Responsive display ad,,,Conversion Campaign,Maximize Conversions,0,393,0,0,0,0
27/10/2021,Google Ads,Google Search,Expanded dynamic search ad,,,Expanded dynamic search ad,,,Conversion Campaign,Target CPA,19.45,74,10,0,0,0
27/10/2021,Google Ads,Google Search,Expanded dynamic search ad,,"'-,Sweatshirts,T-Shirts",Expanded dynamic search ad,550550437663,order,Conversion Campaign,Target ROAS,23.4,18,7,0,168,2
27/10/2021,Google Ads,Google Search,Expanded text ad,,,Expanded text ad,,,Conversion Campaign,Maximize Conversion Value,199.98,1377,77,0,0,0
27/10/2021,Google Ads,Google Search,Expanded text ad,,,Expanded text ad,,,Conversion Campaign,Target ROAS,67.95,775,22,0,0,0
27/10/2021,Google Ads,Google Search,Expanded text ad,,"'-,T-Shirts",Expanded text ad,521234863380,order,Conversion Campaign,Maximize Conversion Value,2.38,4,1,0,154,2
27/10/2021,Google Ads,Google Search,Responsive search ad,,,Responsive search ad,,,Conversion Campaign,Maximize Conversion Value,58.48,256,14,0,0,0
27/10/2021,Google Ads,Google Search,Responsive search ad,,,Responsive search ad,,,Conversion Campaign,Target ROAS,256.8,1998,48,0,0,0
27/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Bottoms,Sweatshirts,T-Shirts",Responsive search ad,515181510893,order,Conversion Campaign,Maximize Conversion Value,73.38,212,73,0,1480.45,20
27/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,T-Shirts",Responsive search ad,515077750017,order,Conversion Campaign,Maximize Conversion Value,47.36,141,36,0,536.63,8
27/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,T-Shirts",Responsive search ad,515135199559,order,Conversion Campaign,Maximize Conversion Value,63.19,228,37,0,1350,22
27/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,T-Shirts",Responsive search ad,521358359999,order,Conversion Campaign,Maximize Conversion Value,27.21,67,6,0,75,1
27/10/2021,Google Ads,Google Shopping,Shopping ad,,,Shopping ad,,,Conversion Campaign,Target ROAS,14.79,2179,9,0,0,0
27/10/2021,Google Ads,Google Shopping,Shopping ad,,"'-,Hats,T-Shirts",Shopping ad,497734963614,order,Conversion Campaign,Target ROAS,104.36,14890,84,0,222.95,5
27/10/2021,Google Ads,Google Shopping,Shopping ad (goal-optimized),,,Shopping ad (goal-optimized),,,Conversion Campaign,Maximize Conversion Value,129.06,11956,99,0,0,0
28/10/2021,Amazon,Amazon,,,,productCollection,,,Conversion Campaign,,33.89,5438,38,0,0,0
28/10/2021,Amazon,Amazon,,,,,,,Conversion Campaign,autoForSales,117.88,63362,85,0,0,0
28/10/2021,Amazon,Amazon,,,,,,,Conversion Campaign,,0,444,0,0,0,0
28/10/2021,Facebook,Facebook,,,,Carousel,,,Conversion Campaign,CONVERSIONS,59.69,1516,8,0,0,0
28/10/2021,Facebook,Facebook,,,,Carousel,,,Conversion Campaign,PRODUCT_CATALOG_SALES,29.26,762,6,0,0,0
28/10/2021,Facebook,Facebook,,,,Collection,,,Conversion Campaign,CONVERSIONS,406.72,13367,99,38,0,0
28/10/2021,Facebook,Facebook,,,,Image,,,Brand Awareness,STORE_VISITS,7.59,238,0,0,0,0
28/10/2021,Facebook,Facebook,,,,Product Feed - Carousel,,,Conversion Campaign,PRODUCT_CATALOG_SALES,62.13,958,9,0,0,0
28/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,CONVERSIONS,2141.93,53894,377,133,0,0
28/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,LEAD_GENERATION,3.88,131,1,0,0,0
28/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,LINK_CLICKS,19.96,3059,210,169,0,0
28/10/2021,Facebook,Facebook,,,,Product Feed - Image,,,Conversion Campaign,PRODUCT_CATALOG_SALES,24.1,1040,6,0,0,0
28/10/2021,Facebook,Facebook,,,"'-,Bottoms,T-Shirts",Product Feed - Carousel,,"order,return",Conversion Campaign,PRODUCT_CATALOG_SALES,213.29,7919,53,0,146.6,3
28/10/2021,Facebook,Facebook,,,"'-,Sweatshirts",Product Feed - Carousel,,order,Conversion Campaign,PRODUCT_CATALOG_SALES,331.44,6711,35,0,204,3
28/10/2021,Facebook,Facebook,,,"'-,Sweatshirts",Product Feed - Image,,order,Conversion Campaign,CONVERSIONS,225.08,4816,55,0,125,1
28/10/2021,Facebook,Facebook,,,"'-,T-Shirts",Collection,,order,Conversion Campaign,CONVERSIONS,8.99,194,5,0,238,3
28/10/2021,Google Ads,Google Ads Display,Image ad,,,Image ad,,,Conversion Campaign,Maximize Conversions,5.31,1241,2,0,0,0
28/10/2021,Google Ads,Google Ads Display,Responsive display ad,,,Responsive display ad,,,Conversion Campaign,Maximize Conversions,16.18,3522,5,0,0,0
28/10/2021,Google Ads,Google Search,Expanded dynamic search ad,,,Expanded dynamic search ad,,,Conversion Campaign,Target CPA,14.78,118,6,0,0,0
28/10/2021,Google Ads,Google Search,Expanded dynamic search ad,,,Expanded dynamic search ad,,,Conversion Campaign,Target ROAS,6.39,19,4,0,0,0
28/10/2021,Google Ads,Google Search,Expanded text ad,,,Expanded text ad,,,Conversion Campaign,Maximize Conversion Value,14.41,152,9,0,0,0
28/10/2021,Google Ads,Google Search,Expanded text ad,,,Expanded text ad,,,Conversion Campaign,Target ROAS,152.79,1392,38,0,0,0
28/10/2021,Google Ads,Google Search,Expanded text ad,,"'-,Bottoms,Sweatshirts",Expanded text ad,424827605473,order,Conversion Campaign,Maximize Conversion Value,1.06,8,2,0,310,2
28/10/2021,Google Ads,Google Search,Expanded text ad,,"'-,Bottoms,Sweatshirts,T-Shirts",Expanded text ad,520986452070,order,Conversion Campaign,Maximize Conversion Value,21.41,47,13,0,525,6
28/10/2021,Google Ads,Google Search,Expanded text ad,,"'-,Sweatshirts",Expanded text ad,520986452100,order,Conversion Campaign,Maximize Conversion Value,103.69,995,25,0,135,1
28/10/2021,Google Ads,Google Search,Expanded text ad,,"'-,T-Shirts",Expanded text ad,434752748084,order,Conversion Campaign,Maximize Conversion Value,2.73,7,1,0,120,2
28/10/2021,Google Ads,Google Search,Expanded text ad,,"'-,T-Shirts",Expanded text ad,520986452094,order,Conversion Campaign,Maximize Conversion Value,15.7,162,7,0,129.9,2
28/10/2021,Google Ads,Google Search,Expanded text ad,,"'-,T-Shirts",Expanded text ad,535888902218,order,Conversion Campaign,Maximize Conversion Value,6.61,11,4,0,90.18,1
28/10/2021,Google Ads,Google Search,Responsive search ad,,,Responsive search ad,,,Conversion Campaign,Maximize Conversion Value,44.83,282,14,0,0,0
28/10/2021,Google Ads,Google Search,Responsive search ad,,,Responsive search ad,,,Conversion Campaign,Target ROAS,173.43,2123,78,0,0,0
28/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Hats,Shirt Jackets,Sweatshirts,T-Shirts",Responsive search ad,515181510893,"order,return",Conversion Campaign,Maximize Conversion Value,103.93,238,69,0,2539.71,30
28/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Sweatshirts",Responsive search ad,515077754826,order,Conversion Campaign,Maximize Conversion Value,19.27,41,7,0,193,2
28/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Sweatshirts,T-Shirts",Responsive search ad,515077750017,order,Conversion Campaign,Maximize Conversion Value,63.41,228,48,0,637.75,8
28/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,Sweatshirts,T-Shirts",Responsive search ad,515135199559,order,Conversion Campaign,Maximize Conversion Value,30.25,328,42,0,475,4
28/10/2021,Google Ads,Google Search,Responsive search ad,,"'-,T-Shirts",Responsive search ad,515181510128,order,Conversion Campaign,Maximize Conversion Value,51.16,38,9,0,222.1,3
28/10/2021,Google Ads,Google Shopping,Shopping ad,,,Shopping ad,,,Conversion Campaign,Target ROAS,0,1014,0,0,0,0
28/10/2021,Google Ads,Google Shopping,Shopping ad,,"'-,Sweatshirts",Shopping ad,497734963614,order,Conversion Campaign,Target ROAS,114.66,16092,80,0,395.6,4
28/10/2021,Google Ads,Google Shopping,Shopping ad (goal-optimized),,,Shopping ad (goal-optimized),,,Conversion Campaign,Maximize Conversion Value,88.82,9673,124,0,0,0
29/10/2021,Amazon,Amazon,,,,productCollection,,,Conversion Campaign,,31.9,4377,25,0,0,0
29/10/2021,Amazon,Amazon,,,,,,,Conversion Campaign,autoForSales,58.73,57492,32,0,0,0
29/10/2021,Amazon,Amazon,,,,,,,Conversion Campaign,,0,240,0,0,0,0
29/10/2021,Facebook,Facebook,,,,Carousel,,,Conversion Campaign,CONVERSIONS,72.56,2069,6,0,0,0
29/10/2021,Facebook,Facebook,,,,Carousel,,,Conversion Campaign,PRODUCT_CATALOG_SALES,18.86,653,1,0,0,0
